eu-west-3 - KMSAlias - alias/aws/xray - [Name: "alias/aws/xray"] - filtered: cannot delete AWS alias
eu-west-3 - EC2SecurityGroup - sg-0c59118f9ff746358 - [ID: "sg-0c59118f9ff746358", Name: "default", OwnerID: "129678139333"] - filtered: cannot delete group 'default'
eu-west-3 - AthenaWorkGroup - primary - [ARN: "arn:aws:athena:eu-west-3:129678139333:workgroup/primary", Name: "primary"] - would remove
eu-west-3 - EC2DHCPOption - dopt-03d0cbc82e518d4ab - [DefaultVPC: "true", OwnerID: "129678139333"] - would remove
eu-west-3 - AthenaDataCatalog - AwsDataCatalog - [Name: "AwsDataCatalog"] - filtered: cannot delete default data source
eu-west-3 - ElasticacheCacheParameterGroup - default.memcached1.4 - [GroupFamily: "memcached1.4", GroupName: "default.memcached1.4"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.memcached1.5 - [GroupFamily: "memcached1.5", GroupName: "default.memcached1.5"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.memcached1.6 - [GroupFamily: "memcached1.6", GroupName: "default.memcached1.6"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis2.6 - [GroupFamily: "redis2.6", GroupName: "default.redis2.6"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis2.8 - [GroupFamily: "redis2.8", GroupName: "default.redis2.8"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis3.2 - [GroupFamily: "redis3.2", GroupName: "default.redis3.2"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis3.2.cluster.on - [GroupFamily: "redis3.2", GroupName: "default.redis3.2.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis4.0 - [GroupFamily: "redis4.0", GroupName: "default.redis4.0"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis4.0.cluster.on - [GroupFamily: "redis4.0", GroupName: "default.redis4.0.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis5.0 - [GroupFamily: "redis5.0", GroupName: "default.redis5.0"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis5.0.cluster.on - [GroupFamily: "redis5.0", GroupName: "default.redis5.0.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis6.x - [GroupFamily: "redis6.x", GroupName: "default.redis6.x"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis6.x.cluster.on - [GroupFamily: "redis6.x", GroupName: "default.redis6.x.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis7 - [GroupFamily: "redis7", GroupName: "default.redis7"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.redis7.cluster.on - [GroupFamily: "redis7", GroupName: "default.redis7.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.valkey7 - [GroupFamily: "valkey7", GroupName: "default.valkey7"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.valkey7.cluster.on - [GroupFamily: "valkey7", GroupName: "default.valkey7.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.valkey8 - [GroupFamily: "valkey8", GroupName: "default.valkey8"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.valkey8.cluster.on - [GroupFamily: "valkey8", GroupName: "default.valkey8.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.valkey9 - [GroupFamily: "valkey9", GroupName: "default.valkey9"] - filtered: cannot delete default cache parameter group
eu-west-3 - ElasticacheCacheParameterGroup - default.valkey9.cluster.on - [GroupFamily: "valkey9", GroupName: "default.valkey9.cluster.on"] - filtered: cannot delete default cache parameter group
eu-west-3 - EC2InternetGateway - igw-0c0ee205245523b50 - [DefaultVPC: "true", OwnerID: "129678139333"] - would remove
eu-west-3 - ElasticacheUser - default - [ID: "default", UserName: "default"] - filtered: cannot delete default user
eu-west-3 - EC2Subnet - subnet-0880651a0b491fbbe - [DefaultForAz: "true", DefaultVPC: "true", OwnerID: "129678139333", VpcID: "vpc-0f9d19e7843ae9f35"] - would remove
eu-west-3 - EC2Subnet - subnet-0520883f7115c7a8e - [DefaultForAz: "true", DefaultVPC: "true", OwnerID: "129678139333", VpcID: "vpc-0f9d19e7843ae9f35"] - would remove
eu-west-3 - EC2Subnet - subnet-0210edeb9cd46566a - [DefaultForAz: "true", DefaultVPC: "true", OwnerID: "129678139333", VpcID: "vpc-0f9d19e7843ae9f35"] - would remove
eu-west-3 - EC2DefaultSecurityGroupRule - sgr-004b76ab165427c2c - [DefaultVPC: "true", SecurityGroupId: "sg-0c59118f9ff746358"] - would remove
eu-west-3 - EC2DefaultSecurityGroupRule - sgr-0a4eb1fb8d18ca5ad - [DefaultVPC: "true", SecurityGroupId: "sg-0c59118f9ff746358"] - would remove
eu-west-3 - EC2RouteTable - rtb-0ea4925f947e57b80 - [DefaultVPC: "true", OwnerID: "129678139333", vpc:ID: "vpc-0f9d19e7843ae9f35", vpcID: "vpc-0f9d19e7843ae9f35"] - filtered: main route tables cannot be deleted
eu-west-3 - EC2NetworkACL - acl-0f48216123abd897e - [ID: "acl-0f48216123abd897e", OwnerID: "129678139333"] - filtered: cannot delete default VPC
eu-west-3 - Route53ResolverRule - rslvr-autodefined-rr-internet-resolver (Internet Resolver) - [DomainName: ".", ID: "rslvr-autodefined-rr-internet-resolver", Name: "Internet Resolver", OwnerID: "Route 53 Resolver"] - filtered: cannot delete system defined rules
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Source", Owner: "AWS", Provider: "S3", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Invoke", Owner: "AWS", Provider: "Lambda", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "Lambda", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Test", Owner: "AWS", Provider: "CodeBuild", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - ThirdParty - [Category: "Source", Owner: "ThirdParty", Provider: "GitHub", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Approval", Owner: "AWS", Provider: "Manual", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Source", Owner: "AWS", Provider: "CodeStarSourceConnection", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Invoke", Owner: "AWS", Provider: "InspectorScan", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Source", Owner: "AWS", Provider: "CodeCommit", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Invoke", Owner: "AWS", Provider: "StepFunctions", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "CloudFormation", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "CloudFormationStackSet", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "EKS", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Test", Owner: "AWS", Provider: "DeviceFarm", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Build", Owner: "AWS", Provider: "ECRBuildAndPublish", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "CloudFormationStackInstances", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "EC2", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Deploy", Owner: "AWS", Provider: "ECS", Version: "1"] - filtered: cannot delete default codepipeline custom action type
eu-west-3 - CodePipelineCustomActionType - AWS - [Category: "Source", Owner: "AWS", Provider: "ECR", Version: "1"] - filtered: cannot delete default codepipeline custom action type
